,FGM,FGA
2020De'Anthony Melton,0,0
2020Nicolo Melli,4,5
2020Jordan McRae,5,17
2020Ben McLemore,7,8
2020Jordan McLaughlin,0,1
2020Alfonzo McKinnie,8,12
2020Rodney McGruder,4,5
2020JaVale McGee,60,64
2020Doug McDermott,1,1
2020Jalen McDaniels,1,2
2020CJ McCollum,0,0
2020Patrick McCaw,2,3
2020Wesley Matthews,0,0
2020Garrison Mathews,0,1
2020Frank Mason III,6,16
2020Kelan Martin,0,0
2020Jeremiah Martin,2,2
2020Cody Martin,6,8
2020Caleb Martin,2,2
2020Lauri Markkanen,5,8
2020Boban Marjanovic,1,2
2020Terance Mann,1,1
2020Thon Maker,5,8
2020Ian Mahinmi,5,9
2020Trey Lyles,5,12
2020Timothe Luwawu-Cabarrot,0,0
2020Kyle Lowry,0,0
2020Kevin Love,0,0
2020Robin Lopez,3,4
2020Brook Lopez,19,20
2020Kevon Looney,0,0
2020Nassir Little,5,7
2020Damian Lillard,0,0
2020Meyers Leonard,11,13
2020Kawhi Leonard,2,3
2020Alex Len,33,39
2020Damion Lee,3,5
2020Courtney Lee,0,0
2020Caris LeVert,0,0
2020Jake Layman,2,3
2020Vic Law,1,2
2020Romeo Langford,1,2
2020Jeremy Lamb,1,1
2020Zach LaVine,12,14
2020Kyle Kuzma,13,26
2020Rodions Kurucs,6,8
2020Kyle Korver,0,1
2020Luke Kornet,6,11
2020Furkan Korkmaz,1,1
2020John Konchar,3,4
2020Kevin Knox II,4,8
2020Brandon Knight,0,0
2020Maxi Kleber,20,20
2020Louis King,0,0
2020Michael Kidd-Gilchrist,1,4
2020Luke Kennard,1,6
2020Frank Kaminsky,3,4
2020Mfiondu Kabengele,3,3
2020Cory Joseph,0,0
2020DeAndre Jordan,76,90
2020Tyus Jones,2,5
2020Damian Jones,38,44
2020Nikola Jokic,6,6
2020Tyler Johnson,4,4
2020Stanley Johnson,0,1
2020Keldon Johnson,1,1
2020James Johnson,3,6
2020Cameron Johnson,0,0
2020BJ Johnson,0,0
2020Alize Johnson,0,0
2020Ty Jerome,0,0
2020DaQuan Jeffries,2,2
2020Amile Jefferson,0,2
2020LeBron James,44,94
2020Justin James,3,3
2020Reggie Jackson,2,3
2020Justin Jackson,3,5
2020Josh Jackson,4,4
2020Frank Jackson,0,0
2020Wes Iwundu,0,1
2020Jonathan Isaac,8,9
2020Kyrie Irving,9,18
2020Brandon Ingram,6,8
2020Joe Ingles,0,0
2020Ersan Ilyasova,0,0
2020Andre Iguodala,0,1
2020Serge Ibaka,13,16
2020Chandler Hutchison,1,4
2020De'Andre Hunter,6,7
2020Kevin Huerter,3,4
2020Dwight Howard,74,86
2020Talen Horton-Tucker,0,0
2020Al Horford,10,12
2020Rodney Hood,2,2
2020Richaun Holmes,32,37
2020Rondae Hollis-Jefferson,5,6
2020Justin Holiday,4,4
2020Jrue Holiday,3,3
2020Aaron Holiday,0,0
2020Jaylen Hoard,0,2
2020Solomon Hill,3,3
2020George Hill,1,1
2020Buddy Hield,1,3
2020Mario Hezonja,2,5
2020Tyler Herro,0,0
2020Willy Hernangomez,6,7
2020Juancho Hernangomez,0,3
2020Dewan Hernandez,0,0
2020John Henson,11,13
2020Gordon Hayward,27,50
2020Jaxson Hayes,44,50
2020Isaiah Hartenstein,4,7
2020Josh Hart,0,0
2020Shaquille Harrison,0,0
2020Tobias Harris,9,11
2020Joe Harris,8,13
2020Gary Harris,1,1
2020Montrezl Harrell,20,36
2020Maurice Harkless,14,17
2020James Harden,7,14
2020Donta Hall,1,2
2020Devon Hall,0,2
2020Rui Hachimura,13,13
2020Marko Guduric,0,1
2020Blake Griffin,1,4
2020Jeff Green,4,6
2020Javonte Green,5,7
2020JaMychal Green,8,13
2020Draymond Green,1,2
2020Danny Green,0,0
2020Jerian Grant,0,0
2020Jerami Grant,23,25
2020Treveon Graham,0,0
2020Devonte' Graham,5,22
2020Eric Gordon,2,3
2020Aaron Gordon,23,25
2020Brandon Goodwin,0,0
2020Rudy Gobert,68,76
2020Shai Gilgeous-Alexander,4,4
2020Harry Giles III,13,19
2020Taj Gibson,15,19
2020Paul George,0,0
2020Rudy Gay,4,10
2020Marc Gasol,2,2
2020Darius Garland,0,0
2020Langston Galloway,4,9
2020Danilo Gallinari,5,6
2020Daniel Gafford,31,38
2020Wenyen Gabriel,0,0
2020Markelle Fultz,0,0
2020Enes Freedom,6,7
2020Michael Frazier II,1,1
2020Tim Frazier,0,0
2020De'Aaron Fox,18,38
2020Evan Fournier,0,0
2020Bryn Forbes,0,0
2020Dorian Finney-Smith,11,13
2020Yogi Ferrell,0,0
2020Bruno Fernando,7,12
2020Terrance Ferguson,2,3
2020Cristiano Felicio,13,18
2020Derrick Favors,29,32
2020Dante Exum,4,5
2020Jacob Evans,1,4
2020Drew Eubanks,2,3
2020James Ennis III,2,4
2020Joel Embiid,21,22
2020Wayne Ellington,1,1
2020Carsen Edwards,1,1
2020Kris Dunn,2,2
2020Jared Dudley,0,0
2020Andre Drummond,42,68
2020Goran Dragic,0,0
2020Sekou Doumbouya,2,5
2020Damyean Dotson,2,8
2020Luguentz Dort,1,4
2020Luka Doncic,16,25
2020Spencer Dinwiddie,0,0
2020Gorgui Dieng,5,9
2020Hamidou Diallo,9,11
2020Cheick Diallo,4,4
2020Donte DiVincenzo,2,2
2020Matthew Dellavedova,0,0
2020Dewayne Dedmon,10,11
2020DeMar DeRozan,0,2
2020Terence Davis,1,1
2020Ed Davis,3,4
2020Anthony Davis,75,86
2020Troy Daniels,1,3
2020Stephen Curry,0,1
2020Seth Curry,0,0
2020Jarrett Culver,7,15
2020Jae Crowder,1,1
2020Torrey Craig,11,20
2020Allen Crabbe,0,0
2020Robert Covington,1,2
2020Tyler Cook,0,1
2020Quinn Cook,3,7
2020Pat Connaughton,5,5
2020Mike Conley,0,0
2020Zach Collins,0,1
2020John Collins,69,88
2020Amir Coffey,0,2
2020Antonius Cleveland,0,4
2020Chris Clemons,1,1
2020Nic Claxton,6,6
2020Jordan Clarkson,13,22
2020Brandon Clarke,35,45
2020Gary Clark,3,3
2020Marquese Chriss,40,45
2020Chris Chiozza,1,1
2020Zylan Cheatham,0,0
2020Joe Chealey,0,0
2020Wilson Chandler,0,1
2020Tyson Chandler,5,5
2020Willie Cauley-Stein,40,44
2020Alex Caruso,0,2
2020Michael Carter-Williams,1,2
2020Vince Carter,1,1
2020Jevon Carter,0,2
2020DeMarre Carroll,0,0
2020Vlatko Cancar,0,1
2020Kentavious Caldwell-Pope,4,9
2020Bruno Caboclo,5,8
2020Jimmy Butler,0,0
2020Deonte Burton,1,4
2020Alec Burks,3,3
2020Trey Burke,0,0
2020Reggie Bullock,0,0
2020Thomas Bryant,15,16
2020Jalen Brunson,0,0
2020Sterling Brown,4,6
2020Jaylen Brown,8,8
2020Bruce Brown,9,10
2020Dillon Brooks,0,1
2020Malcolm Brogdon,7,12
2020Oshae Brissett,1,2
2020Miles Bridges,23,24
2020Mikal Bridges,4,4
2020Corey Brewer,0,1
2020Ignas Brazdeikis,0,0
2020Jarrell Brantley,0,0
2020Tony Bradley,6,8
2020Avery Bradley,0,0
2020Ky Bowman,3,7
2020Brian Bowen II,1,1
2020Chris Boucher,7,8
2020Devin Booker,0,0
2020Isaac Bonga,1,1
2020Jordan Bone,1,8
2020Jonah Bolden,1,1
2020Bol Bol,0,0
2020Bojan Bogdanovic,1,3
2020Bogdan Bogdanovic,7,19
2020Eric Bledsoe,0,0
2020Nemanja Bjelica,3,3
2020Bismack Biyombo,6,10
2020Goga Bitadze,2,3
2020Khem Birch,6,10
2020Patrick Beverley,0,0
2020Davis Bertans,1,1
2020Dragan Bender,1,4
2020DeAndre' Bembry,5,5
2020Marco Belinelli,0,0
2020Malik Beasley,1,4
2020Bradley Beal,4,5
2020Darius Bazley,1,1
2020Kent Bazemore,1,1
2020Aron Baynes,6,13
2020Nicolas Batum,0,0
2020Keita Bates-Diop,5,6
2020Will Barton,5,5
2020RJ Barrett,4,5
2020Harrison Barnes,4,6
2020Mo Bamba,19,21
2020Lonzo Ball,1,1
2020Marvin Bagley III,9,14
2020Dwayne Bacon,0,0
2020Deandre Ayton,52,60
2020Trevor Ariza,0,0
2020Ryan Arcidiacono,1,1
2020Carmelo Anthony,4,6
2020Thanasis Antetokounmpo,3,4
2020Giannis Antetokounmpo,56,61
2020Kyle Anderson,10,18
2020Justin Anderson,0,0
2020Al-Farouq Aminu,0,0
2020Kadeem Allen,0,0
2020Jarrett Allen,97,109
2020Grayson Allen,2,2
2020Nickeil Alexander-Walker,0,0
2020LaMarcus Aldridge,30,34
2020Bam Adebayo,73,84
2020Steven Adams,38,40
2021Ivica Zubac,29,44
2021Cody Zeller,9,14
2021Trae Young,0,0
2021Thaddeus Young,6,6
2021Delon Wright,0,0
2021Robert Woodard II,0,0
2021Christian Wood,42,51
2021James Wiseman,45,49
2021Cassius Winston,7,17
2021Justise Winslow,4,6
2021Dylan Windler,2,4
2021Zion Williamson,46,53
2021Robert Williams III,43,52
2021Patrick Williams,11,11
2021Lou Williams,0,0
2021Kenrich Williams,11,20
2021Grant Williams,5,7
2021Andrew Wiggins,23,37
2021Hassan Whiteside,16,24
2021Derrick White,2,4
2021Coby White,0,0
2021Russell Westbrook,6,6
2021Quinndary Weatherspoon,1,1
2021Paul Watson,1,1
2021Tremont Waters,0,0
2021Yuta Watanabe,0,0
2021Brad Wanamaker,2,2
2021John Wall,2,11
2021Lonnie Walker IV,3,4
2021Kemba Walker,6,15
2021Moritz Wagner,2,5
2021Dean Wade,2,4
2021Nikola Vucevic,23,44
2021Gabe Vincent,1,4
2021Devin Vassell,2,3
2021Jarred Vanderbilt,10,17
2021Fred VanVleet,7,11
2021Denzel Valentine,0,0
2021Jonas Valanciunas,59,78
2021Myles Turner,15,22
2021Rayjon Tucker,2,2
2021Karl-Anthony Towns,10,13
2021Axel Toupane,0,0
2021Juan Toscano-Anderson,3,3
2021Obi Toppin,17,18
2021Anthony Tolliver,0,0
2021Killian Tillie,0,1
2021Matisse Thybulle,3,4
2021Sindarius Thornwell,0,0
2021Tristan Thompson,16,22
2021Matt Thomas,0,0
2021Khyri Thomas,1,1
2021Isaiah Thomas,3,7
2021Brodric Thomas,1,1
2021Daniel Theis,36,39
2021Tyrell Terry,0,0
2021Garrett Temple,6,8
2021Jeff Teague,0,4
2021Jayson Tatum,26,90
2021Jae'Sean Tate,1,1
2021Edmond Sumner,2,2
2021Max Strus,0,0
2021Isaiah Stewart,25,30
2021Lamar Stevens,6,7
2021Cassius Stanley,1,1
2021Tony Snell,1,1
2021Jalen Smith,3,4
2021Ish Smith,0,0
2021Marcus Smart,4,11
2021Alen Smailagic,0,0
2021Deividas Sirvydis,0,0
2021Anfernee Simons,0,1
2021Ben Simmons,13,19
2021Chris Silva,3,3
2021Pascal Siakam,6,6
2021Landry Shamet,0,0
2021Collin Sexton,0,1
2021Jay Scrubb,0,0
2021Mike Scott,0,0
2021Dennis Schroder,5,11
2021Tomas Satoransky,0,0
2021Dario Saric,6,13
2021JaKarr Sampson,0,0
2021Luka Samanic,1,1
2021Domantas Sabonis,27,55
2021D'Angelo Russell,0,0
2021Ricky Rubio,7,21
2021Terry Rozier,0,0
2021Terrence Ross,2,2
2021Derrick Rose,3,3
2021Rajon Rondo,0,0
2021Isaiah Roby,10,21
2021Glenn Robinson III,4,4
2021Mitchell Robinson,30,32
2021Justin Robinson,0,0
2021Jerome Robinson,2,2
2021Duncan Robinson,2,4
2021Andre Roberson,1,8
2021Austin Rivers,0,0
2021Josh Richardson,1,1
2021Nick Richards,1,2
2021Cam Reynolds,3,10
2021Naz Reid,8,9
2021Paul Reed,4,7
2021JJ Redick,2,6
2021Cam Reddish,7,8
2021Julius Randle,58,125
2021Chasson Randle,1,2
2021Jahmi'us Ramsey,0,1
2021Immanuel Quickley,0,0
2021Payton Pritchard,2,4
2021Taurean Prince,7,13
2021Norman Powell,1,2
2021Dwight Powell,36,42
2021Kristaps Porzingis,22,26
2021Bobby Portis,21,32
2021Jontay Porter,1,1
2021Jordan Poole,0,0
2021Vincent Poirier,1,3
2021Jakob Poeltl,22,28
2021Mason Plumlee,37,48
2021Reggie Perry,1,1
2021Norvel Pelle,0,1
2021Gary Payton II,2,2
2021Elfrid Payton,4,8
2021Cameron Payne,1,3
2021Chris Paul,0,0
2021Justin Patton,0,2
2021Patrick Patterson,2,2
2021Eric Paschall,3,3
2021Jabari Parker,1,2
2021Daniel Oturu,1,2
2021Cedi Osman,2,6
2021Miye Oni,0,0
2021Kelly Olynyk,1,1
2021Cameron Oliver,2,2
2021Victor Oladipo,6,11
2021KZ Okpala,0,0
2021Isaac Okoro,5,13
2021Onyeka Okongwu,5,5
2021Josh Okogie,3,4
2021Chuma Okeke,7,13
2021Jahlil Okafor,2,3
2021Semi Ojeleye,0,1
2021Royce O'Neale,0,0
2021Jordan Nwora,0,0
2021David Nwaba,6,6
2021Jusuf Nurkic,7,12
2021James Nunnally,0,0
2021Kendrick Nunn,1,4
2021Frank Ntilikina,0,0
2021Jaylen Nowell,2,2
2021Nerlens Noel,48,62
2021Zeke Nnaji,2,2
2021Georges Niang,3,7
2021Raul Neto,0,0
2021Aaron Nesmith,0,0
2021Abdel Nader,2,4
2021Svi Mykhailiuk,5,10
2021Mike Muscala,0,0
2021Jamal Murray,17,42
2021Dejounte Murray,13,21
2021Mychal Mulder,2,2
2021Monte Morris,3,7
2021Markieff Morris,1,1
2021Juwan Morgan,0,0
2021Ja Morant,10,12
2021E'Twaun Moore,0,0
2021Malik Monk,4,12
2021Adam Mokoka,0,1
2021Donovan Mitchell,2,5
2021Shake Milton,7,20
2021Paul Millsap,2,2
2021Patty Mills,4,6
2021Darius Miller,0,0
2021Khris Middleton,22,46
2021Chimezie Metu,7,12
2021Sam Merrill,0,0
2021De'Anthony Melton,2,2
2021Nicolo Melli,1,3
2021Ben McLemore,2,2
2021Jordan McLaughlin,0,0
2021Alfonzo McKinnie,9,10
2021Rodney McGruder,1,7
2021JaVale McGee,23,23
2021Sean McDermott,0,1
2021Doug McDermott,16,21
2021Jalen McDaniels,3,3
2021Jaden McDaniels,6,8
2021CJ McCollum,15,23
2021Skylar Mays,0,0
2021Tyrese Maxey,0,0
2021Wesley Matthews,0,0
2021Dakota Mathias,0,0
2021Garrison Mathews,2,3
2021Frank Mason III,2,3
2021Kelan Martin,0,0
2021Jeremiah Martin,2,9
2021Cody Martin,0,0
2021Caleb Martin,2,4
2021Naji Marshall,1,5
2021Lauri Markkanen,7,7
2021Boban Marjanovic,1,1
2021Nico Mannion,0,0
2021Terance Mann,19,30
2021Karim Mane,0,1
2021Theo Maledon,3,6
2021Thon Maker,2,2
2021Trey Lyles,1,4
2021Timothe Luwawu-Cabarrot,0,0
2021Kyle Lowry,0,0
2021Kevin Love,0,0
2021Didi Louzada,0,1
2021Robin Lopez,9,13
2021Brook Lopez,31,36
2021Kevon Looney,13,19
2021Nassir Little,6,7
2021Damian Lillard,0,0
2021Kawhi Leonard,24,55
2021Alex Len,11,11
2021Saben Lee,0,1
2021Damion Lee,0,0
2021Caris LeVert,0,0
2021Jake Layman,1,4
2021Romeo Langford,1,2
2021Jeremy Lamb,0,0
2021Anthony Lamb,2,3
2021Zach LaVine,3,3
2021Kyle Kuzma,3,5
2021Rodions Kurucs,0,0
2021Luke Kornet,3,3
2021Furkan Korkmaz,2,6
2021John Konchar,1,4
2021Kevin Knox II,2,2
2021Nathan Knight,3,5
2021Maxi Kleber,6,8
2021Louis King,0,0
2021Luke Kennard,8,17
2021Frank Kaminsky,5,8
2021Mfiondu Kabengele,1,1
2021Cory Joseph,7,23
2021DeAndre Jordan,82,94
2021Tyus Jones,0,0
2021Tre Jones,3,3
2021Mason Jones,2,2
2021Damian Jones,8,13
2021Nikola Jokic,4,5
2021Tyler Johnson,0,0
2021Stanley Johnson,1,1
2021Keldon Johnson,15,21
2021James Johnson,1,2
2021Cameron Johnson,6,8
2021Alize Johnson,0,0
2021Isaiah Joe,0,0
2021Ty Jerome,3,7
2021Mike James,2,6
2021LeBron James,18,44
2021Justin James,0,1
2021Reggie Jackson,0,0
2021Justin Jackson,0,0
2021Josh Jackson,4,4
2021Frank Jackson,2,2
2021Wes Iwundu,0,1
2021Kyrie Irving,0,0
2021Brandon Ingram,2,2
2021Joe Ingles,0,1
2021Ersan Ilyasova,0,0
2021Andre Iguodala,2,2
2021Serge Ibaka,20,26
2021Chandler Hutchison,1,5
2021De'Andre Hunter,1,2
2021Elijah Hughes,0,2
2021Kevin Huerter,1,1
2021Markus Howard,0,0
2021Dwight Howard,56,69
2021Talen Horton-Tucker,1,2
2021Al Horford,4,9
2021Rodney Hood,1,4
2021Richaun Holmes,42,44
2021Rondae Hollis-Jefferson,1,2
2021Justin Holiday,3,7
2021Jrue Holiday,1,1
2021Aaron Holiday,1,3
2021Jaylen Hoard,1,1
2021Nate Hinton,1,1
2021Solomon Hill,1,6
2021George Hill,3,4
2021Buddy Hield,0,1
2021Tyler Herro,2,8
2021Willy Hernangomez,15,16
2021Juancho Hernangomez,0,0
2021Gordon Hayward,20,48
2021Killian Hayes,0,1
2021Jaxson Hayes,39,42
2021Isaiah Hartenstein,11,15
2021Josh Hart,1,1
2021Shaquille Harrison,0,0
2021Tobias Harris,13,21
2021Joe Harris,0,0
2021Jalen Harris,2,2
2021Gary Harris,1,3
2021Montrezl Harrell,48,53
2021Maurice Harkless,0,0
2021James Harden,0,0
2021Josh Hall,1,1
2021Donta Hall,5,7
2021Tyrese Haliburton,2,5
2021Rui Hachimura,21,26
2021Kyle Guy,2,2
2021Blake Griffin,5,12
2021Josh Green,1,1
2021Jeff Green,3,5
2021Javonte Green,3,3
2021JaMychal Green,11,12
2021Draymond Green,1,5
2021Danny Green,0,0
2021Jerami Grant,10,23
2021Devonte' Graham,0,0
2021Eric Gordon,1,2
2021Aaron Gordon,17,18
2021Brandon Goodwin,0,1
2021Rudy Gobert,134,148
2021Freddie Gillespie,0,3
2021Anthony Gill,0,0
2021Shai Gilgeous-Alexander,3,7
2021Harry Giles III,1,3
2021Taj Gibson,12,17
2021Paul George,2,3
2021Rudy Gay,10,17
2021Marc Gasol,1,2
2021Darius Garland,0,0
2021Langston Galloway,0,0
2021Danilo Gallinari,1,1
2021Daniel Gafford,25,30
2021Wenyen Gabriel,1,2
2021Markelle Fultz,1,3
2021Enes Freedom,3,3
2021Tim Frazier,0,0
2021Robert Franks,1,1
2021De'Aaron Fox,1,1
2021Evan Fournier,0,0
2021Trent Forrest,5,9
2021Bryn Forbes,0,0
2021Malachi Flynn,0,2
2021Dorian Finney-Smith,6,8
2021Yogi Ferrell,0,0
2021Bruno Fernando,2,4
2021Terrance Ferguson,0,1
2021Cristiano Felicio,0,0
2021Derrick Favors,10,13
2021Tacko Fall,4,4
2021Dante Exum,0,0
2021Drew Eubanks,9,9
2021James Ennis III,0,0
2021Joel Embiid,17,21
2021Wayne Ellington,0,0
2021CJ Elleby,0,1
2021Carsen Edwards,0,0
2021Anthony Edwards,2,2
2021Kevin Durant,3,3
2021Kris Dunn,0,1
2021Jared Dudley,0,0
2021Andre Drummond,32,52
2021Goran Dragic,5,12
2021Sekou Doumbouya,2,3
2021Devon Dotson,0,0
2021Damyean Dotson,1,4
2021Luguentz Dort,4,8
2021Luka Doncic,1,1
2021Spencer Dinwiddie,0,0
2021Gorgui Dieng,4,7
2021Hamidou Diallo,4,8
2021Mamadi Diakite,2,2
2021Donte DiVincenzo,6,8
2021Matthew Dellavedova,0,0
2021Dewayne Dedmon,1,2
2021Gabriel Deck,1,1
2021DeMar DeRozan,15,27
2021Terence Davis,2,2
2021Ed Davis,0,0
2021Anthony Davis,22,34
2021Stephen Curry,1,3
2021Seth Curry,3,7
2021Jarrett Culver,2,4
2021Jae Crowder,0,0
2021Torrey Craig,10,14
2021Robert Covington,1,2
2021DeMarcus Cousins,8,16
2021Tyler Cook,6,8
2021Quinn Cook,0,0
2021Pat Connaughton,0,1
2021Mike Conley,4,9
2021John Collins,59,70
2021Amir Coffey,0,3
2021Nic Claxton,17,18
2021Jordan Clarkson,1,1
2021Brandon Clarke,33,39
2021Gary Clark,1,2
2021Chris Chiozza,0,0
2021Willie Cauley-Stein,30,37
2021Alex Caruso,3,4
2021Michael Carter-Williams,3,5
2021Jevon Carter,2,2
2021Clint Capela,115,124
2021Devin Cannady,0,0
2021Vlatko Cancar,0,0
2021Facundo Campazzo,0,0
2021Kentavious Caldwell-Pope,0,0
2021Devontae Cacok,3,3
2021Bruno Caboclo,1,4
2021Jimmy Butler,11,23
2021Alec Burks,0,0
2021Trey Burke,0,2
2021Reggie Bullock,1,2
2021Thomas Bryant,6,7
2021Jalen Brunson,0,0
2021Sterling Brown,7,9
2021Jaylen Brown,18,39
2021Bruce Brown,18,24
2021Dillon Brooks,1,1
2021Armoni Brooks,0,0
2021Malcolm Brogdon,8,20
2021Oshae Brissett,0,0
2021Miles Bridges,27,32
2021Mikal Bridges,2,3
2021Ignas Brazdeikis,1,2
2021Jarrell Brantley,0,2
2021Tony Bradley,15,22
2021Avery Bradley,1,2
2021Brian Bowen II,0,0
2021Chris Boucher,14,18
2021Devin Booker,1,1
2021Isaac Bonga,0,0
2021Jordan Bone,0,0
2021Bol Bol,2,3
2021Bojan Bogdanovic,0,0
2021Bogdan Bogdanovic,9,15
2021Keljin Blevins,0,1
2021Eric Bledsoe,0,0
2021Nemanja Bjelica,3,5
2021Bismack Biyombo,41,46
2021Goga Bitadze,6,7
2021Khem Birch,16,29
2021Tyler Bey,1,2
2021Saddiq Bey,3,10
2021Patrick Beverley,0,0
2021Davis Bertans,1,2
2021DeAndre' Bembry,3,4
2021Jordan Bell,0,0
2021Malik Beasley,1,2
2021Bradley Beal,1,1
2021Darius Bazley,5,10
2021Kent Bazemore,3,13
2021Aron Baynes,0,0
2021Nicolas Batum,0,1
2021Keita Bates-Diop,0,0
2021Will Barton,0,0
2021RJ Barrett,10,27
2021Harrison Barnes,8,8
2021Desmond Bane,1,1
2021Mo Bamba,9,10
2021Lonzo Ball,2,2
2021LaMelo Ball,1,2
2021Marvin Bagley III,21,29
2021Dwayne Bacon,9,14
2021Udoka Azubuike,0,1
2021Deandre Ayton,66,70
2021Deni Avdija,1,1
2021Trevor Ariza,2,2
2021Ryan Arcidiacono,0,0
2021Cole Anthony,1,3
2021Carmelo Anthony,3,4
2021Thanasis Antetokounmpo,1,2
2021Kostas Antetokounmpo,0,0
2021Giannis Antetokounmpo,57,62
2021Kyle Anderson,16,23
2021Al-Farouq Aminu,0,0
2021Jarrett Allen,60,73
2021Grayson Allen,0,0
2021Nickeil Alexander-Walker,2,4
2021Ty-Shon Alexander,0,0
2021LaMarcus Aldridge,1,5
2021Bam Adebayo,62,82
2021Steven Adams,18,22
2021Precious Achiuwa,28,40
2022Ivica Zubac,49,56
2022Cody Zeller,0,0
2022Omer Yurtseven,21,24
2022Trae Young,0,0
2022Thaddeus Young,3,4
2022Delon Wright,0,0
2022Christian Wood,27,35
2022Cassius Winston,0,0
2022Justise Winslow,1,1
2022Dylan Windler,1,3
2022Robert Williams III,108,119
2022Ziaire Williams,13,13
2022Patrick Williams,1,1
2022Lou Williams,0,0
2022Kenrich Williams,5,14
2022Grant Williams,7,7
2022Brandon Williams,4,6
2022Lindell Wigginton,0,0
2022Andrew Wiggins,10,14
2022Aaron Wiggins,0,1
2022Joe Wieskamp,0,0
2022Hassan Whiteside,36,41
2022Derrick White,0,0
2022Coby White,1,1
2022Russell Westbrook,21,49
2022Quinndary Weatherspoon,0,0
2022Paul Watson,0,0
2022Trendon Watford,6,9
2022Lindy Waters III,2,2
2022Tremont Waters,1,8
2022Yuta Watanabe,2,3
2022Brad Wanamaker,1,2
2022Tyrone Wallace,0,1
2022Lonnie Walker IV,1,1
2022Kemba Walker,1,4
2022Ish Wainright,1,3
2022Moritz Wagner,6,10
2022Franz Wagner,10,16
2022Dean Wade,3,5
2022Nikola Vucevic,9,10
2022Gabe Vincent,7,9
2022Devin Vassell,11,16
2022Jarred Vanderbilt,24,27
2022Fred VanVleet,0,0
2022Denzel Valentine,1,2
2022Jonas Valanciunas,27,31
2022Myles Turner,13,19
2022Rayjon Tucker,0,0
2022Karl-Anthony Towns,23,24
2022Juan Toscano-Anderson,2,3
2022Obi Toppin,54,62
2022Isaiah Todd,0,0
2022Killian Tillie,1,2
2022Matisse Thybulle,17,18
2022JT Thor,3,3
2022Tristan Thompson,15,19
2022Klay Thompson,0,0
2022Matt Thomas,0,2
2022Isaiah Thomas,2,6
2022Cam Thomas,1,1
2022Brodric Thomas,0,1
2022Daniel Theis,18,24
2022Garrett Temple,4,6
2022Terry Taylor,21,27
2022Jayson Tatum,11,15
2022Jae'Sean Tate,8,9
2022Keifer Sykes,0,1
2022Jalen Suggs,3,4
2022Max Strus,3,6
2022Isaiah Stewart,12,13
2022Lamar Stevens,3,3
2022Lance Stephenson,0,0
2022Nik Stauskas,1,3
2022Cassius Stanley,2,2
2022Tony Snell,0,0
2022Jalen Smith,12,13
2022Ish Smith,0,0
2022Marcus Smart,8,20
2022Javonte Smart,0,2
2022Jericho Sims,16,17
2022Zavier Simpson,0,0
2022Anfernee Simons,6,11
2022Marko Simonovic,1,3
2022Chris Silva,1,4
2022Pascal Siakam,6,6
2022Day'Ron Sharpe,6,6
2022Landry Shamet,0,0
2022Collin Sexton,1,6
2022Alperen Sengun,10,11
2022Jay Scrubb,1,1
2022Dennis Schroder,1,11
2022Admiral Schofield,0,0
2022Tomas Satoransky,4,8
2022Olivier Sarr,3,5
2022Domantas Sabonis,35,49
2022D'Angelo Russell,0,0
2022Terry Rozier,0,0
2022Terrence Ross,0,0
2022Derrick Rose,0,0
2022Rajon Rondo,0,0
2022Isaiah Roby,9,14
2022Jeremiah Robinson-Earl,10,15
2022Mitchell Robinson,127,141
2022Justin Robinson,0,0
2022Duncan Robinson,0,0
2022Austin Rivers,0,0
2022Josh Richardson,7,15
2022Nick Richards,11,15
2022Naz Reid,4,7
2022Paul Reed,6,7
2022Davon Reed,0,0
2022Cam Reddish,5,11
2022Austin Reaves,0,0
2022Julius Randle,48,112
2022Jahmi'us Ramsey,3,3
2022Immanuel Quickley,0,0
2022Neemias Queta,2,3
2022Trevelin Queen,2,3
2022Payton Pritchard,0,0
2022Taurean Prince,0,0
2022Joshua Primo,0,0
2022Norman Powell,0,2
2022Myles Powell,0,0
2022Dwight Powell,78,89
2022Kristaps Porzingis,24,35
2022Bobby Portis,5,8
2022Jordan Poole,1,1
2022Yves Pons,0,0
2022Jakob Poeltl,50,62
2022Mason Plumlee,48,56
2022Theo Pinson,1,1
2022Jamorko Pickett,1,1
2022Reggie Perry,2,3
2022Gary Payton II,12,13
2022Elfrid Payton,0,0
2022Cameron Payne,0,0
2022Chris Paul,0,0
2022Eric Paschall,4,7
2022Jabari Parker,1,1
2022Kevin Pangos,0,0
2022Cedi Osman,1,1
2022Kelly Olynyk,0,2
2022Cameron Oliver,0,0
2022Victor Oladipo,0,1
2022KZ Okpala,1,2
2022Isaac Okoro,3,3
2022Onyeka Okongwu,24,28
2022Josh Okogie,2,4
2022Chuma Okeke,5,5
2022Semi Ojeleye,1,2
2022Royce O'Neale,1,1
2022Jordan Nwora,6,11
2022David Nwaba,2,2
2022Jusuf Nurkic,6,6
2022Frank Ntilikina,2,3
2022Jaylen Nowell,0,0
2022Nerlens Noel,4,5
2022Zeke Nnaji,7,8
2022Daishen Nix,0,0
2022Georges Niang,0,0
2022Raul Neto,11,22
2022Aaron Nesmith,4,5
2022Abdel Nader,0,1
2022Svi Mykhailiuk,4,12
2022Mike Muscala,4,8
2022Dejounte Murray,13,32
2022Trey Murphy III,1,5
2022Mychal Mulder,0,0
2022Monte Morris,0,0
